,Age,Attrition,BusinessTravel,EducationField,EnvironmentSatisfaction,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager
529,38,No,Travel_Rarely,Life Sciences,2,4,Healthcare Representative,4,Single,0,No,10,4,9,7,8
530,27,No,Travel_Rarely,Life Sciences,3,3,Manufacturing Director,1,Married,1,No,9,3,9,7,7
531,32,No,Travel_Rarely,Life Sciences,3,3,Research Director,4,Single,3,No,10,6,7,7,7
532,47,No,Travel_Rarely,Marketing,4,3,Sales Executive,1,Single,2,No,20,2,7,7,7
533,40,No,Travel_Frequently,Life Sciences,4,2,Sales Executive,1,Married,5,Yes,20,2,18,13,12
534,53,No,Travel_Rarely,Life Sciences,3,4,Research Director,3,Married,3,No,32,3,5,1,3
535,41,No,Travel_Rarely,Human Resources,2,2,Manager,4,Divorced,3,No,23,2,21,6,6
536,60,No,Travel_Rarely,Marketing,1,3,Sales Executive,1,Single,8,No,10,1,2,2,2
537,27,No,Travel_Frequently,Life Sciences,4,3,Manufacturing Director,1,Divorced,1,No,9,4,9,7,7
538,41,No,Travel_Rarely,Human Resources,4,2,Manager,3,Married,1,No,22,3,22,7,10
539,50,No,Travel_Rarely,Marketing,4,3,Sales Representative,2,Married,7,No,4,2,2,2,2
540,28,Yes,Travel_Rarely,Life Sciences,1,1,Research Scientist,2,Single,7,Yes,10,4,7,7,7
541,36,No,Non-Travel,Life Sciences,1,4,Research Director,1,Married,9,No,10,2,8,7,5
542,38,No,Travel_Rarely,Life Sciences,3,3,Manufacturing Director,3,Single,4,Yes,10,4,1,0,0
543,44,No,Non-Travel,Medical,1,1,Laboratory Technician,3,Single,2,No,9,5,5,2,4
544,47,No,Travel_Frequently,Medical,4,3,Sales Executive,3,Divorced,9,Yes,28,2,22,2,13
545,30,No,Travel_Rarely,Marketing,3,3,Sales Executive,4,Divorced,7,No,10,2,8,7,7
546,29,No,Travel_Rarely,Life Sciences,3,3,Sales Representative,3,Single,1,No,1,6,1,0,0
547,42,Yes,Travel_Frequently,Medical,3,4,Research Scientist,3,Divorced,6,Yes,7,2,2,2,2
548,43,No,Travel_Frequently,Life Sciences,4,2,Sales Executive,4,Married,3,No,7,5,2,2,2
549,34,No,Travel_Rarely,Medical,2,3,Healthcare Representative,3,Single,3,No,10,2,5,1,3
550,23,No,Travel_Rarely,Medical,2,3,Laboratory Technician,1,Married,1,No,5,2,4,3,2
551,39,No,Travel_Rarely,Human Resources,3,4,Human Resources,2,Married,9,No,12,3,8,3,6
552,56,No,Travel_Rarely,Medical,3,3,Healthcare Representative,4,Married,7,No,30,1,10,7,1
553,40,No,Travel_Rarely,Medical,4,2,Research Scientist,4,Single,0,Yes,5,2,4,2,3
554,27,No,Travel_Rarely,Medical,4,2,Healthcare Representative,1,Single,8,No,9,2,7,6,7
555,29,No,Travel_Rarely,Marketing,4,3,Sales Representative,2,Divorced,1,No,2,2,2,2,2
556,53,No,Travel_Rarely,Life Sciences,4,3,Laboratory Technician,4,Single,2,No,19,4,2,2,2
557,35,No,Non-Travel,Life Sciences,4,3,Healthcare Representative,1,Divorced,2,No,16,2,1,0,0
558,32,No,Travel_Frequently,Life Sciences,1,3,Laboratory Technician,4,Married,1,No,10,2,10,8,7
559,38,No,Travel_Rarely,Medical,4,3,Research Scientist,3,Married,6,Yes,6,0,1,0,1
560,34,No,Travel_Rarely,Life Sciences,2,3,Manufacturing Director,1,Divorced,3,No,7,3,0,0,0
561,52,No,Travel_Rarely,Marketing,3,2,Manager,1,Married,1,No,34,3,34,6,16
562,33,Yes,Travel_Rarely,Other,4,3,Research Scientist,4,Single,1,Yes,10,2,10,9,8
563,25,No,Travel_Rarely,Medical,3,3,Sales Executive,4,Single,1,No,6,5,6,5,4
564,45,No,Travel_Rarely,Technical Degree,2,1,Sales Representative,3,Single,0,No,9,3,8,7,1
565,23,No,Travel_Rarely,Medical,1,4,Research Scientist,3,Single,1,No,2,3,2,2,2
566,47,Yes,Travel_Frequently,Life Sciences,2,4,Sales Executive,3,Single,4,Yes,8,2,5,4,3
567,34,No,Travel_Rarely,Other,4,3,Sales Executive,4,Single,1,No,6,5,6,5,4
568,55,Yes,Travel_Rarely,Medical,4,3,Manager,1,Married,5,Yes,24,2,5,2,4
569,36,No,Non-Travel,Life Sciences,1,2,Sales Executive,1,Single,1,No,10,1,10,7,9
570,52,No,Non-Travel,Medical,4,3,Research Scientist,4,Married,0,No,5,3,4,3,2
571,26,No,Travel_Frequently,Life Sciences,1,1,Laboratory Technician,4,Divorced,3,No,5,2,2,2,0
572,29,No,Travel_Rarely,Medical,2,3,Healthcare Representative,3,Married,4,No,11,3,8,7,1
573,26,Yes,Travel_Rarely,Technical Degree,4,2,Sales Executive,1,Single,6,No,6,2,4,3,2
574,34,No,Travel_Rarely,Life Sciences,2,4,Research Scientist,4,Single,2,No,10,2,4,2,3
575,54,No,Travel_Rarely,Medical,4,3,Manufacturing Director,1,Divorced,9,Yes,9,4,5,3,4
576,27,No,Travel_Frequently,Marketing,3,3,Sales Executive,4,Married,0,No,5,3,4,2,1
577,37,No,Travel_Rarely,Life Sciences,4,3,Research Scientist,1,Divorced,0,Yes,6,3,5,3,3
578,38,No,Travel_Frequently,Life Sciences,1,4,Manufacturing Director,1,Single,6,Yes,17,2,15,7,12
579,34,No,Travel_Rarely,Medical,3,2,Research Scientist,1,Single,1,No,6,3,6,5,3
580,35,No,Travel_Rarely,Life Sciences,1,3,Sales Representative,4,Married,1,No,3,1,3,2,2
581,30,No,Travel_Rarely,Life Sciences,4,1,Laboratory Technician,3,Married,3,No,7,2,2,2,2
582,40,No,Travel_Frequently,Medical,3,4,Healthcare Representative,2,Married,1,No,8,2,8,7,7
583,34,No,Travel_Rarely,Life Sciences,3,3,Sales Executive,1,Married,5,No,6,1,3,2,2
584,42,No,Travel_Frequently,Life Sciences,2,3,Manager,4,Divorced,1,No,24,4,24,7,9
585,23,Yes,Travel_Rarely,Life Sciences,3,4,Laboratory Technician,1,Married,1,Yes,1,2,0,0,0
586,24,No,Non-Travel,Life Sciences,3,2,Laboratory Technician,2,Divorced,1,No,1,4,1,0,0
587,52,No,Travel_Rarely,Life Sciences,4,3,Laboratory Technician,3,Married,8,No,9,3,5,2,4
588,50,No,Travel_Rarely,Medical,3,3,Research Director,3,Married,5,No,30,3,4,3,3
589,29,Yes,Travel_Rarely,Life Sciences,2,2,Laboratory Technician,1,Married,1,Yes,1,1,1,0,0
590,33,No,Travel_Rarely,Medical,3,3,Research Director,3,Married,0,No,14,3,13,9,7
591,33,Yes,Travel_Rarely,Marketing,1,3,Sales Executive,1,Single,5,No,6,3,3,2,2
592,47,No,Travel_Rarely,Other,3,3,Manager,4,Married,1,Yes,26,3,26,14,0
593,36,No,Travel_Rarely,Other,3,3,Manufacturing Director,2,Married,0,No,10,2,9,7,5
594,29,No,Travel_Rarely,Life Sciences,3,4,Research Scientist,3,Married,1,No,10,3,10,7,7
595,58,Yes,Travel_Rarely,Life Sciences,4,3,Research Director,2,Single,7,Yes,40,2,31,15,8
596,35,No,Travel_Rarely,Life Sciences,4,4,Research Scientist,3,Single,3,No,7,0,2,2,2
597,42,No,Travel_Rarely,Life Sciences,4,2,Manufacturing Director,4,Married,9,Yes,8,4,4,3,2
598,28,Yes,Travel_Rarely,Medical,3,3,Research Scientist,3,Single,6,No,5,3,2,2,1
599,36,No,Travel_Rarely,Human Resources,3,3,Human Resources,2,Married,4,No,8,2,5,2,4
600,32,No,Travel_Rarely,Life Sciences,3,2,Manufacturing Director,3,Married,1,No,14,3,14,13,8
601,40,No,Travel_Frequently,Medical,1,2,Laboratory Technician,3,Single,6,No,10,6,1,0,0
602,30,No,Travel_Rarely,Medical,3,2,Manufacturing Director,4,Single,5,Yes,12,4,0,0,0
603,45,No,Travel_Rarely,Life Sciences,2,2,Research Scientist,3,Single,1,No,1,3,1,0,0
604,42,No,Travel_Rarely,Life Sciences,2,3,Manufacturing Director,2,Married,1,No,10,3,9,8,8
605,38,No,Travel_Frequently,Life Sciences,1,2,Healthcare Representative,1,Divorced,2,No,13,3,4,3,2
606,34,No,Travel_Frequently,Life Sciences,3,2,Research Scientist,4,Single,1,No,6,3,5,2,3
607,49,Yes,Travel_Rarely,Marketing,3,3,Sales Executive,4,Married,1,No,9,3,9,8,7
608,55,Yes,Travel_Rarely,Medical,3,3,Sales Executive,4,Single,4,No,12,3,9,7,3
609,43,No,Travel_Rarely,Life Sciences,2,3,Research Director,1,Married,6,No,22,3,4,1,0
610,27,No,Travel_Rarely,Technical Degree,3,2,Research Director,4,Divorced,1,Yes,9,3,9,8,8
611,35,No,Travel_Rarely,Other,3,3,Manufacturing Director,3,Single,3,No,17,3,8,5,6
612,28,No,Travel_Rarely,Marketing,2,3,Sales Executive,2,Married,1,Yes,8,2,8,7,5
613,34,No,Travel_Rarely,Human Resources,3,3,Human Resources,4,Married,0,No,4,1,3,2,2
614,26,Yes,Travel_Frequently,Medical,3,2,Research Scientist,3,Married,1,Yes,8,2,8,7,7
615,27,No,Non-Travel,Medical,4,3,Research Scientist,4,Married,1,No,0,6,0,0,0
616,51,No,Travel_Rarely,Marketing,1,3,Manager,3,Married,2,No,29,2,20,6,17
617,44,No,Travel_Rarely,Medical,4,3,Healthcare Representative,2,Single,9,No,10,2,5,2,3
618,25,No,Travel_Rarely,Medical,1,4,Research Scientist,1,Single,7,No,6,3,4,3,1
619,33,No,Travel_Rarely,Medical,1,4,Sales Executive,1,Divorced,1,No,9,5,9,8,8
620,35,No,Travel_Rarely,Medical,3,2,Research Scientist,1,Single,1,No,6,3,6,5,1
621,36,No,Travel_Rarely,Life Sciences,2,3,Sales Executive,4,Married,1,Yes,18,1,18,14,11
622,32,No,Travel_Rarely,Life Sciences,2,3,Sales Executive,4,Divorced,2,No,8,3,5,2,3
623,30,No,Travel_Frequently,Life Sciences,2,2,Research Scientist,4,Divorced,9,No,10,3,5,4,3
624,53,No,Travel_Rarely,Marketing,1,2,Sales Executive,4,Married,7,Yes,35,3,5,2,4
625,45,No,Travel_Rarely,Marketing,4,3,Sales Executive,1,Divorced,4,Yes,18,2,5,4,2
626,32,No,Travel_Rarely,Medical,3,4,Research Scientist,3,Married,5,No,9,3,5,3,3
627,52,No,Travel_Frequently,Medical,3,2,Manufacturing Director,4,Married,3,No,31,3,9,8,0
628,37,No,Travel_Rarely,Marketing,4,2,Sales Executive,3,Divorced,4,No,9,2,1,0,0
629,28,No,Travel_Rarely,Medical,2,2,Human Resources,4,Divorced,1,No,6,6,5,1,4
630,22,No,Travel_Rarely,Life Sciences,4,2,Manufacturing Director,4,Married,6,No,4,2,2,2,2
631,44,No,Travel_Rarely,Life Sciences,1,4,Laboratory Technician,4,Married,2,Yes,10,2,3,2,2
632,42,No,Travel_Frequently,Medical,2,3,Research Scientist,4,Single,5,Yes,8,2,2,1,2
633,36,No,Travel_Rarely,Life Sciences,1,2,Human Resources,1,Married,0,No,6,3,5,4,3
634,25,No,Travel_Rarely,Other,3,3,Sales Executive,1,Married,1,Yes,5,3,5,3,3
635,35,No,Travel_Rarely,Life Sciences,4,2,Manufacturing Director,3,Married,1,Yes,17,2,17,14,15
636,35,Yes,Travel_Frequently,Life Sciences,4,3,Research Scientist,2,Divorced,1,Yes,10,3,10,2,8
637,32,No,Non-Travel,Life Sciences,4,3,Laboratory Technician,4,Divorced,0,No,4,2,3,0,2
638,25,No,Travel_Rarely,Marketing,3,2,Sales Executive,1,Married,1,No,5,1,5,2,3
639,49,No,Travel_Rarely,Technical Degree,3,3,Research Scientist,1,Married,2,No,7,2,4,2,2
640,24,No,Non-Travel,Life Sciences,1,2,Laboratory Technician,4,Married,0,No,6,2,5,2,4
641,32,No,Travel_Frequently,Life Sciences,2,3,Sales Executive,2,Married,1,No,10,3,10,8,3
642,38,No,Travel_Rarely,Marketing,2,2,Sales Representative,2,Married,0,No,3,3,2,2,2
643,42,No,Travel_Rarely,Life Sciences,3,4,Laboratory Technician,4,Married,2,Yes,17,1,5,3,3
644,31,No,Travel_Rarely,Life Sciences,4,3,Research Scientist,4,Married,3,Yes,8,2,6,4,2
645,29,Yes,Travel_Rarely,Medical,2,2,Sales Representative,3,Divorced,6,Yes,5,3,3,2,2
646,53,No,Travel_Rarely,Marketing,1,3,Sales Executive,4,Married,5,No,28,3,2,0,2
647,35,No,Travel_Rarely,Technical Degree,4,2,Manufacturing Director,2,Married,3,No,16,2,13,10,8
648,37,No,Travel_Frequently,Medical,3,3,Sales Representative,4,Married,5,No,10,3,5,4,0
649,53,No,Travel_Rarely,Life Sciences,4,3,Research Director,4,Single,6,No,33,0,12,9,8
650,43,No,Travel_Frequently,Life Sciences,4,3,Healthcare Representative,4,Married,4,No,12,2,5,2,2
651,47,No,Travel_Rarely,Marketing,3,3,Sales Executive,4,Married,0,Yes,8,2,7,6,7
652,37,No,Non-Travel,Medical,1,3,Sales Executive,2,Single,1,Yes,10,2,10,0,9
653,50,No,Non-Travel,Life Sciences,1,3,Manager,1,Divorced,1,No,31,3,31,6,7
654,39,No,Travel_Rarely,Life Sciences,4,2,Human Resources,4,Married,8,No,13,2,5,4,4
655,33,No,Travel_Rarely,Human Resources,4,3,Human Resources,2,Divorced,3,Yes,7,4,4,3,3
656,32,Yes,Travel_Rarely,Life Sciences,1,3,Laboratory Technician,4,Single,1,Yes,1,2,1,0,1
657,29,No,Travel_Rarely,Medical,1,2,Laboratory Technician,4,Divorced,6,No,8,5,4,3,3
658,44,No,Travel_Rarely,Life Sciences,2,3,Research Scientist,1,Married,1,Yes,8,0,8,7,1
659,28,No,Travel_Rarely,Medical,1,3,Sales Executive,4,Single,1,No,4,3,4,2,2
660,58,Yes,Travel_Frequently,Life Sciences,4,2,Laboratory Technician,4,Divorced,9,Yes,3,3,1,0,0
661,43,No,Travel_Rarely,Life Sciences,1,3,Manufacturing Director,2,Divorced,4,No,4,2,1,0,0
662,20,Yes,Travel_Rarely,Medical,3,2,Sales Representative,3,Single,1,No,2,3,2,2,2
663,21,Yes,Travel_Rarely,Other,4,3,Research Scientist,4,Single,1,No,1,3,1,0,0
664,36,No,Travel_Rarely,Life Sciences,3,3,Healthcare Representative,4,Married,0,Yes,17,2,16,8,11
665,47,No,Travel_Rarely,Life Sciences,4,2,Sales Representative,4,Single,1,Yes,3,3,3,2,2
666,22,Yes,Travel_Rarely,Life Sciences,2,3,Manufacturing Director,3,Married,0,Yes,4,3,3,2,2
667,41,Yes,Travel_Rarely,Life Sciences,2,1,Laboratory Technician,4,Divorced,4,Yes,10,1,7,7,0
668,28,No,Travel_Rarely,Medical,3,3,Research Scientist,3,Divorced,5,No,6,2,2,2,2
669,39,Yes,Travel_Rarely,Medical,4,3,Laboratory Technician,1,Married,7,Yes,8,2,2,2,2
670,27,No,Travel_Rarely,Life Sciences,2,3,Research Scientist,3,Single,1,No,1,2,1,1,0
671,34,No,Travel_Rarely,Life Sciences,2,3,Laboratory Technician,2,Divorced,1,No,1,3,1,0,0
672,42,No,Travel_Rarely,Medical,3,2,Sales Executive,3,Single,7,No,10,6,5,4,3
673,33,No,Travel_Rarely,Other,3,2,Research Scientist,1,Single,3,Yes,6,1,3,2,2
674,58,No,Travel_Rarely,Technical Degree,3,2,Healthcare Representative,2,Divorced,2,Yes,24,3,6,0,4
675,31,No,Travel_Rarely,Life Sciences,2,2,Sales Representative,3,Married,3,No,13,2,7,7,2
676,35,No,Travel_Rarely,Life Sciences,4,3,Healthcare Representative,4,Married,1,Yes,10,2,10,6,7
677,49,No,Travel_Rarely,Other,1,3,Laboratory Technician,2,Married,4,No,29,3,26,9,7
678,48,No,Travel_Rarely,Medical,4,3,Research Scientist,3,Married,4,No,13,2,0,0,0
679,31,No,Non-Travel,Marketing,4,3,Sales Executive,3,Married,1,No,9,2,9,8,0
680,36,No,Travel_Rarely,Other,2,3,Research Scientist,4,Single,2,No,8,6,6,2,1
681,38,No,Travel_Rarely,Technical Degree,4,3,Research Director,1,Married,1,No,15,3,15,12,11
682,32,No,Non-Travel,Life Sciences,3,2,Laboratory Technician,2,Married,6,No,5,3,3,0,2
683,25,Yes,Travel_Rarely,Marketing,3,2,Sales Representative,2,Married,1,Yes,1,2,1,0,0
684,40,No,Travel_Rarely,Marketing,1,2,Sales Executive,2,Divorced,2,No,11,2,1,0,0
685,26,No,Travel_Frequently,Medical,3,2,Sales Executive,1,Single,1,No,7,2,7,7,7
686,41,No,Travel_Rarely,Medical,4,3,Laboratory Technician,1,Single,2,Yes,20,3,18,13,17
687,36,No,Travel_Rarely,Medical,3,3,Laboratory Technician,3,Single,4,No,16,6,11,8,9
688,19,Yes,Travel_Rarely,Other,4,2,Sales Representative,2,Single,1,Yes,1,3,1,0,0
689,20,Yes,Travel_Rarely,Technical Degree,1,3,Laboratory Technician,1,Single,1,No,1,2,1,0,0
690,31,No,Travel_Rarely,Medical,4,3,Healthcare Representative,4,Married,0,Yes,10,2,9,7,5
691,40,No,Travel_Frequently,Medical,4,3,Research Scientist,2,Divorced,8,Yes,3,2,1,1,0
692,32,No,Travel_Rarely,Medical,3,3,Manufacturing Director,1,Married,1,No,8,2,8,7,3
693,36,Yes,Travel_Rarely,Life Sciences,3,2,Sales Executive,4,Married,1,Yes,16,6,16,7,7
694,33,No,Travel_Rarely,Life Sciences,2,2,Healthcare Representative,4,Single,0,No,6,3,5,0,4
695,37,Yes,Travel_Rarely,Life Sciences,1,2,Sales Executive,3,Married,5,No,17,2,14,1,7
696,45,No,Non-Travel,Life Sciences,3,3,Laboratory Technician,2,Married,1,No,9,5,9,7,8
697,29,No,Travel_Frequently,Technical Degree,3,3,Sales Representative,4,Married,1,No,3,5,3,1,2
698,35,No,Travel_Rarely,Medical,3,3,Sales Executive,3,Married,1,No,5,3,5,2,0
699,52,No,Travel_Rarely,Life Sciences,4,3,Manager,4,Married,2,No,26,2,9,8,8
700,58,Yes,Travel_Rarely,Technical Degree,4,3,Research Scientist,3,Single,4,No,7,4,1,0,0
701,53,No,Travel_Rarely,Medical,3,3,Manager,3,Divorced,6,No,22,3,17,13,2
702,30,No,Travel_Rarely,Other,3,3,Sales Executive,3,Divorced,5,No,10,2,8,4,7
703,38,No,Non-Travel,Technical Degree,3,3,Sales Executive,4,Single,1,Yes,6,1,5,3,3
704,35,No,Travel_Rarely,Life Sciences,4,3,Sales Executive,4,Divorced,6,No,12,2,10,9,8
705,39,No,Travel_Rarely,Life Sciences,1,4,Sales Executive,3,Single,0,No,9,3,8,7,7
706,40,Yes,Non-Travel,Life Sciences,2,4,Sales Executive,2,Single,4,Yes,22,2,1,0,0
707,47,No,Travel_Frequently,Medical,3,4,Manufacturing Director,3,Divorced,1,Yes,20,3,19,10,7
708,36,No,Non-Travel,Technical Degree,1,3,Sales Executive,4,Divorced,4,No,12,3,7,7,7
709,31,Yes,Non-Travel,Medical,3,2,Research Scientist,1,Single,0,Yes,4,0,3,2,2
710,33,No,Non-Travel,Life Sciences,4,3,Manager,3,Single,1,No,10,2,10,8,0
711,29,Yes,Travel_Rarely,Life Sciences,4,2,Research Scientist,1,Single,6,Yes,3,5,0,0,0
712,33,No,Travel_Rarely,Life Sciences,2,3,Research Scientist,4,Single,3,No,5,4,3,2,2
713,45,No,Travel_Rarely,Medical,4,3,Laboratory Technician,4,Divorced,3,No,8,2,5,3,2
714,50,No,Travel_Rarely,Medical,4,3,Research Director,4,Divorced,9,No,32,1,5,4,3
715,33,No,Travel_Frequently,Other,3,4,Healthcare Representative,2,Married,1,Yes,6,2,6,5,2
716,41,No,Travel_Frequently,Medical,1,3,Research Director,3,Divorced,2,No,21,2,18,16,11
717,27,No,Travel_Rarely,Technical Degree,3,3,Laboratory Technician,2,Married,9,No,4,2,2,2,2
718,45,No,Non-Travel,Life Sciences,4,3,Laboratory Technician,1,Married,1,Yes,9,2,9,8,8
719,47,No,Travel_Rarely,Life Sciences,4,3,Sales Executive,4,Single,1,Yes,9,0,9,0,7
720,30,Yes,Travel_Rarely,Life Sciences,1,3,Research Scientist,3,Married,4,Yes,7,2,5,2,1
721,50,No,Travel_Rarely,Life Sciences,4,3,Manufacturing Director,3,Married,3,Yes,22,2,12,11,5
722,38,No,Travel_Frequently,Medical,3,3,Research Scientist,3,Married,0,No,3,0,2,1,2
723,46,No,Travel_Rarely,Medical,4,3,Manufacturing Director,3,Divorced,6,No,13,3,8,7,7
724,24,No,Travel_Rarely,Medical,4,2,Manufacturing Director,3,Divorced,1,No,5,6,4,2,2
725,35,Yes,Travel_Rarely,Other,3,2,Laboratory Technician,2,Divorced,1,Yes,5,2,4,2,2
726,31,No,Travel_Frequently,Life Sciences,3,3,Manufacturing Director,1,Married,1,No,4,1,4,3,3
727,18,No,Non-Travel,Life Sciences,2,3,Research Scientist,4,Single,1,No,0,2,0,0,0
728,54,No,Travel_Rarely,Technical Degree,3,3,Manufacturing Director,3,Married,8,No,22,2,10,7,8
729,35,No,Travel_Rarely,Medical,3,3,Healthcare Representative,3,Divorced,1,Yes,16,3,16,10,1
730,30,No,Travel_Rarely,Life Sciences,2,4,Research Director,1,Married,0,Yes,9,4,8,7,7
731,20,Yes,Travel_Rarely,Medical,4,2,Research Scientist,1,Single,1,Yes,1,2,1,0,0
732,30,Yes,Travel_Frequently,Medical,2,3,Laboratory Technician,2,Single,0,No,4,3,3,2,2
733,26,No,Travel_Rarely,Medical,4,4,Manufacturing Director,4,Married,1,No,8,2,8,7,3
734,22,No,Travel_Rarely,Life Sciences,2,1,Laboratory Technician,1,Married,1,No,4,3,4,3,1
735,48,No,Travel_Rarely,Life Sciences,1,2,Healthcare Representative,3,Single,2,No,19,0,2,2,2
736,48,No,Travel_Rarely,Life Sciences,3,2,Healthcare Representative,3,Single,7,No,27,3,15,11,8
737,41,No,Travel_Rarely,Medical,4,3,Manufacturing Director,3,Single,6,No,8,6,2,2,1
738,39,No,Travel_Rarely,Life Sciences,4,2,Manufacturing Director,4,Married,1,No,21,3,21,6,8
739,27,No,Travel_Rarely,Life Sciences,1,3,Manufacturing Director,4,Married,0,No,4,2,3,2,2
740,35,No,Travel_Rarely,Other,2,3,Laboratory Technician,4,Divorced,1,No,3,4,3,2,2
741,42,No,Travel_Rarely,Marketing,4,3,Manager,3,Married,6,No,21,3,1,0,0
742,50,No,Travel_Rarely,Life Sciences,1,3,Laboratory Technician,4,Married,4,No,8,5,1,0,0
743,59,No,Travel_Rarely,Life Sciences,3,2,Manufacturing Director,4,Single,3,Yes,30,4,5,3,3
744,37,Yes,Travel_Rarely,Medical,1,1,Healthcare Representative,2,Married,5,No,15,2,1,0,0
745,55,No,Travel_Frequently,Medical,3,3,Healthcare Representative,2,Married,3,Yes,17,3,8,7,7
746,41,No,Non-Travel,Life Sciences,2,1,Research Director,3,Divorced,1,No,21,3,21,16,10
747,38,No,Travel_Rarely,Life Sciences,2,3,Sales Executive,4,Single,8,Yes,19,1,1,0,0
748,26,Yes,Non-Travel,Medical,2,1,Sales Executive,1,Single,8,No,7,6,2,2,2
749,52,Yes,Travel_Rarely,Marketing,1,1,Manager,4,Married,1,No,33,3,32,14,9
750,44,No,Travel_Rarely,Medical,4,4,Sales Executive,4,Married,3,Yes,23,2,12,11,11
751,50,No,Non-Travel,Life Sciences,4,3,Sales Executive,3,Married,0,No,19,3,18,7,13
752,36,Yes,Travel_Rarely,Life Sciences,3,4,Laboratory Technician,1,Single,1,No,18,1,17,13,14
753,39,No,Travel_Frequently,Medical,4,3,Manufacturing Director,1,Single,1,Yes,21,2,21,6,8
754,33,No,Non-Travel,Life Sciences,2,2,Sales Representative,4,Single,0,No,3,2,2,2,2
755,45,No,Travel_Rarely,Life Sciences,4,3,Manager,4,Married,3,No,26,4,9,3,1
756,32,No,Non-Travel,Medical,4,3,Laboratory Technician,3,Single,9,No,10,2,8,7,7
757,34,No,Travel_Rarely,Marketing,2,4,Sales Executive,4,Divorced,0,No,16,2,15,1,9
758,59,No,Travel_Rarely,Technical Degree,2,3,Manager,4,Married,3,Yes,14,1,6,4,4
759,45,No,Travel_Rarely,Medical,2,3,Human Resources,2,Single,1,No,6,3,6,3,4
760,53,No,Travel_Frequently,Marketing,3,2,Sales Executive,2,Married,2,No,30,2,15,7,12
761,36,Yes,Travel_Rarely,Other,1,3,Laboratory Technician,3,Divorced,7,No,9,3,1,0,0
762,26,Yes,Travel_Frequently,Life Sciences,1,3,Research Scientist,1,Married,6,Yes,6,2,3,2,2
763,34,No,Travel_Rarely,Life Sciences,3,3,Sales Representative,3,Married,1,Yes,1,2,1,1,0
764,28,No,Travel_Rarely,Medical,4,3,Sales Representative,2,Married,1,No,1,5,1,0,0
765,38,No,Travel_Frequently,Other,3,3,Research Scientist,3,Married,3,No,8,2,2,2,2
766,50,No,Travel_Rarely,Medical,2,3,Research Director,3,Married,2,Yes,29,2,8,1,7
767,37,No,Travel_Rarely,Other,4,3,Healthcare Representative,2,Single,3,No,8,3,4,3,1
768,40,No,Travel_Rarely,Marketing,3,3,Sales Executive,1,Married,1,No,8,3,7,7,5
769,26,No,Travel_Frequently,Medical,1,2,Research Scientist,3,Divorced,1,No,5,5,5,3,3
770,46,No,Travel_Rarely,Medical,4,3,Research Director,4,Divorced,9,No,23,0,2,2,2
771,54,No,Travel_Rarely,Life Sciences,3,2,Sales Executive,3,Married,6,No,13,4,9,4,0
772,56,No,Travel_Frequently,Medical,1,3,Research Scientist,3,Married,2,No,18,4,5,4,3
773,36,No,Travel_Rarely,Medical,4,2,Manufacturing Director,4,Single,0,No,15,2,14,8,8
774,55,No,Non-Travel,Medical,3,2,Manager,1,Single,7,No,31,3,9,7,2
775,43,No,Travel_Rarely,Medical,3,2,Sales Executive,4,Divorced,5,No,18,5,1,0,0
776,20,Yes,Travel_Frequently,Marketing,4,3,Sales Representative,4,Single,1,Yes,2,3,2,2,2
777,21,Yes,Travel_Rarely,Life Sciences,3,2,Laboratory Technician,1,Single,1,No,1,6,1,0,0
778,46,No,Travel_Rarely,Life Sciences,4,2,Research Scientist,1,Divorced,8,Yes,19,2,16,13,7
779,51,Yes,Travel_Rarely,Life Sciences,1,3,Research Scientist,3,Married,9,Yes,18,2,10,0,7
780,28,Yes,Non-Travel,Technical Degree,2,2,Healthcare Representative,1,Single,1,No,10,2,10,7,9
781,26,No,Travel_Rarely,Medical,1,2,Laboratory Technician,1,Married,1,No,6,2,5,3,3
782,30,No,Travel_Rarely,Other,3,3,Manufacturing Director,1,Married,0,No,7,1,6,2,2
783,41,No,Travel_Rarely,Technical Degree,2,4,Research Scientist,3,Married,1,No,10,3,10,6,8
784,38,No,Travel_Rarely,Life Sciences,3,2,Healthcare Representative,3,Married,0,No,20,4,19,9,9
785,40,No,Travel_Rarely,Technical Degree,1,3,Healthcare Representative,4,Married,4,No,14,6,11,10,1
786,27,No,Non-Travel,Life Sciences,1,1,Laboratory Technician,3,Married,1,No,3,4,3,2,2
787,55,No,Travel_Frequently,Life Sciences,4,3,Manufacturing Director,2,Married,3,No,23,4,3,2,2
788,28,No,Travel_Rarely,Other,3,3,Research Scientist,3,Single,3,No,10,4,8,7,7
789,44,Yes,Travel_Rarely,Medical,2,2,Human Resources,1,Married,9,No,24,1,20,6,6
790,33,No,Travel_Rarely,Life Sciences,4,2,Healthcare Representative,4,Divorced,4,No,9,2,3,2,2
791,35,Yes,Travel_Rarely,Technical Degree,4,3,Sales Executive,1,Single,0,Yes,9,2,8,7,7
792,33,Yes,Travel_Frequently,Medical,1,2,Research Scientist,3,Single,1,No,14,4,13,7,8
793,28,No,Travel_Rarely,Life Sciences,1,3,Laboratory Technician,3,Divorced,1,No,4,5,4,2,2
